chemical	name	molecular_weight	SMILES_string
CIDs59666670	SCHEMBL12905644	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666671	SCHEMBL12906284	319.388287	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666672	SCHEMBL12906632	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666673	SCHEMBL12906052	311.438181	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666674	SCHEMBL12905695	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666675	SCHEMBL12906653	324.419096	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666676	SCHEMBL12906454	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666677	SCHEMBL12906150	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666678	SCHEMBL12906033	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666679	SCHEMBL12906258	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666680	SCHEMBL12905790	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666681	SCHEMBL12906301	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666682	SCHEMBL12905562	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666683	SCHEMBL12905444	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666684	SCHEMBL12906316	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666685	SCHEMBL12906028	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666686	SCHEMBL12906032	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666687	SCHEMBL12905592	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666688	SCHEMBL12906572	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666689	SCHEMBL12905631	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666690	SCHEMBL12906232	313.450505	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666691	SCHEMBL12905915	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666692	SCHEMBL12906299	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666693	SCHEMBL12905657	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666694	SCHEMBL12906651	327.437581	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666695	SCHEMBL12906674	319.388287	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666696	SCHEMBL12905978	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666697	SCHEMBL12905825	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666698	SCHEMBL12906162	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666699	SCHEMBL12906411	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666700	SCHEMBL12905807	301.376564	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666701	SCHEMBL12905809	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666702	SCHEMBL12906292	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666703	SCHEMBL12906354	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666704	SCHEMBL12906655	320.394449	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666705	SCHEMBL12905692	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666706	SCHEMBL12906468	320.394449	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666707	SCHEMBL12905764	309.429414	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O
CIDs59666708	SCHEMBL12906215	300.370402	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666709	SCHEMBL12905438	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666710	SCHEMBL12906513	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666711	SCHEMBL12906305	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666712	SCHEMBL12905995	313.450505	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666713	SCHEMBL12906665	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666714	SCHEMBL12906450	324.419096	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666715	SCHEMBL12905645	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666716	SCHEMBL12906361	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666717	SCHEMBL12906330	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666718	SCHEMBL12906058	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666719	SCHEMBL12906304	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666720	SCHEMBL12905994	311.438181	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666721	SCHEMBL12905566	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666722	SCHEMBL12905950	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666723	SCHEMBL12905503	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666724	SCHEMBL12905616	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666725	SCHEMBL12905881	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666726	SCHEMBL12905964	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666727	SCHEMBL12905431	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666728	SCHEMBL12905923	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666729	SCHEMBL12905615	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666730	SCHEMBL12906349	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666731	SCHEMBL12905742	313.450505	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666732	SCHEMBL12906338	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666733	SCHEMBL12906009	301.376564	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666734	SCHEMBL12905427	301.376564	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666735	SCHEMBL12906600	322.406772	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666736	SCHEMBL12906220	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666737	SCHEMBL12906005	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666738	SCHEMBL12905777	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666739	SCHEMBL12905528	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666740	SCHEMBL12906297	318.382125	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666741	SCHEMBL12906252	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666742	SCHEMBL12906212	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666743	SCHEMBL12906697	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666744	SCHEMBL12905986	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666745	SCHEMBL12906429	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666746	SCHEMBL12905866	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666747	SCHEMBL12905826	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666748	SCHEMBL12905678	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666749	SCHEMBL12905926	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666750	SCHEMBL12906240	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666751	SCHEMBL12906076	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666752	SCHEMBL12906573	319.388287	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666753	SCHEMBL12905699	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666754	SCHEMBL12906474	318.382125	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666755	SCHEMBL12906192	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666756	SCHEMBL12906120	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666757	SCHEMBL12905647	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666758	SCHEMBL12906259	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666759	SCHEMBL12906662	327.437581	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666760	SCHEMBL12906755	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666761	SCHEMBL12906358	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666762	SCHEMBL12906623	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666763	SCHEMBL12906022	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666764	SCHEMBL12905627	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666765	SCHEMBL12906633	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666766	SCHEMBL12905507	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666767	SCHEMBL12906041	312.444343	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666768	SCHEMBL12905724	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666769	SCHEMBL12905943	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666770	SCHEMBL12905785	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666771	SCHEMBL12905753	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666772	SCHEMBL12906225	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666773	SCHEMBL12906432	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666774	SCHEMBL12906355	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666775	SCHEMBL12905522	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666776	SCHEMBL12906026	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666777	SCHEMBL12906699	329.449905	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666778	SCHEMBL12905610	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666779	SCHEMBL12905858	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666780	SCHEMBL12906590	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666781	SCHEMBL12906312	317.375964	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666782	SCHEMBL12905734	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666783	SCHEMBL12906286	324.419096	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666784	SCHEMBL12906037	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666785	SCHEMBL12905630	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666786	SCHEMBL12906383	311.438181	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666787	SCHEMBL12905489	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666788	SCHEMBL12906114	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666789	SCHEMBL12905650	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666790	SCHEMBL12905682	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666791	SCHEMBL12905580	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666792	SCHEMBL12906503	320.394449	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666793	SCHEMBL12906405	319.388287	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666794	SCHEMBL12905878	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666795	SCHEMBL12906190	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666796	SCHEMBL12905808	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666797	SCHEMBL12906241	311.438181	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666798	SCHEMBL12905837	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666799	SCHEMBL12906578	324.419096	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666800	SCHEMBL12906577	328.443743	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666801	SCHEMBL12905911	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666802	SCHEMBL12906072	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666803	SCHEMBL12906621	317.375964	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666804	SCHEMBL12906303	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666805	SCHEMBL12906650	323.412934	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666806	SCHEMBL12906556	324.419096	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666807	SCHEMBL12905821	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666808	SCHEMBL12905705	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666809	SCHEMBL12906135	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666810	SCHEMBL12905949	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666811	SCHEMBL12905912	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666812	SCHEMBL12906528	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666813	SCHEMBL12905754	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666814	SCHEMBL12906686	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666815	SCHEMBL12905967	300.370402	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666816	SCHEMBL12905632	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666817	SCHEMBL12906205	312.444343	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666818	SCHEMBL12906378	320.394449	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666819	SCHEMBL12905564	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666820	SCHEMBL12905554	300.370402	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666821	SCHEMBL12905831	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666822	SCHEMBL12906423	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666823	SCHEMBL12905787	302.382725	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666824	SCHEMBL12905712	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666825	SCHEMBL12905733	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666826	SCHEMBL12906062	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666827	SCHEMBL12906493	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666828	SCHEMBL12906410	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666829	SCHEMBL12905721	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666830	SCHEMBL12905797	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666831	SCHEMBL12906424	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666832	SCHEMBL12905537	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666833	SCHEMBL12906006	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666834	SCHEMBL12905844	309.425858	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666835	SCHEMBL12905865	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666836	SCHEMBL12905898	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666837	SCHEMBL12905600	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666838	SCHEMBL12906288	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666839	SCHEMBL12905579	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666840	SCHEMBL12905899	311.438181	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666841	SCHEMBL12905765	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666842	SCHEMBL12906426	312.444343	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666843	SCHEMBL12905842	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666844	SCHEMBL12906602	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666845	SCHEMBL12905974	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666846	SCHEMBL12906307	321.400611	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666847	SCHEMBL12906107	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666848	SCHEMBL12906202	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666849	SCHEMBL12906117	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666850	SCHEMBL12906379	322.406772	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666851	SCHEMBL12905639	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666852	SCHEMBL12906138	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666853	SCHEMBL12905917	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666854	SCHEMBL12906090	301.376564	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666855	SCHEMBL12905778	308.419696	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666856	SCHEMBL12905673	312.444343	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666857	SCHEMBL12906735	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666858	SCHEMBL12905516	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666859	SCHEMBL12906363	323.412934	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666860	SCHEMBL12905701	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666861	SCHEMBL12906113	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666862	SCHEMBL12906149	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666863	SCHEMBL12905855	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666864	SCHEMBL12906564	323.412934	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666865	SCHEMBL12905823	310.43202	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666866	SCHEMBL12905417	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666867	SCHEMBL12906420	307.413534	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666868	SCHEMBL12905613	304.395049	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666869	SCHEMBL12906497	327.437581	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666870	SCHEMBL12906277	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666871	SCHEMBL12905670	306.407372	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CIDs59666872	SCHEMBL12906671	326.43142	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666873	SCHEMBL12906108	303.388887	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666874	SCHEMBL12906635	323.412934	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666875	SCHEMBL12906657	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666876	SCHEMBL12906586	320.394449	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
CIDs59666877	SCHEMBL12906182	305.401211	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDs59666878	SCHEMBL12906533	325.425258	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
